14360;01003778;6627.0;62870929
15086;00189319;1661.0;105112672
17279;01006971;5390.0;175848577
11852;00299766;-1982.0;286052616
19227;01016868;9442.0;307989827
13087;00118737;861.0;452325526
16639;00197149;3960.0;468020034
12474;00183721;3177.0;468020034
18494;00133634;16084.0;493787739
11699;00137386;15203.0;556127164
16493;01071919;5605.0;940013403
11092;00193300;8646.0;1204125050
18364;00189159;-1820.0;1204228541
10913;01020914;16284.0;1212679212
12402;00175891;13104.0;1212679212
10549;00176850;2936.0;1622461284
12889;01076184;16090.0;1682240980
12403;01044299;8465.0;1682240980
14002;01092778;4617.0;1715743207
13949;00162803;13285.0;1858207556
16124;00118808;2532.0;1939436151
17964;01083458;10876.0;1939436151
19735;00111257;10744.0;2010746819
11551;01034703;-430.0;2015862564
18039;00209334;7517.0;2016085337
13797;00129526;-255.0;2031606744
11282;00142986;-945.0;2413993928
16451;01046481;552.0;2428534671
11424;00239709;16331.0;2621657208
13503;01036252;12737.0;3025869929
12750;01084394;11366.0;3211850122
13553;00281369;12104.0;3248538259
14548;00196657;12244.0;3255400008
19773;01081331;16485.0;3255400008
15460;01070636;12709.0;3429527641
11006;01008800;15375.0;3509615799
13135;01093602;9133.0;3588930650
13217;01083014;5009.0;3994346435
14793;01061987;-773.0;4166467626
10038;00183638;-2569.0;4294453973
13854;01042428;12466.0;4310194814
14534;01096425;3494.0;4547251165
12768;01067526;7884.0;4655811455
12117;00219725;15557.0;4717294601
12131;00171949;9787.0;4809626955
13695;01087026;3468.0;4822138822
18191;00115008;5435.0;4915822299
11687;01051255;1486.0;5363212215
18288;00186056;-1770.0;5363212215
11452;01071182;9194.0;5445167796
10369;00161022;12478.0;5701793650
17451;00182906;1615.0;5888459620
13262;00267281;15279.0;6010788166
15635;00143666;9295.0;6045176104
12787;01005156;-1146.0;6050529765
15670;00106255;2173.0;6068384286
10872;01005566;-571.0;6068384286
16643;01077133;13536.0;6068384286
15269;01094751;-452.0;6361703779
10012;01011663;10650.0;6361703779
14695;01044226;2170.0;6743301130
10464;01051405;8908.0;6770323455
10437;00192189;5727.0;6795028789
17981;00233538;4093.0;6825052896
19663;01069845;9035.0;6870820904
17469;00174581;6735.0;6998792071
18361;01098760;-1811.0;7050108166
15625;01002846;16093.0;7141182567
11776;00144628;16448.0;7162500683
19167;00131715;12433.0;7180528899
14860;01039759;15385.0;7245023100
13321;01087036;2886.0;7366566514
12568;01071357;2471.0;7375047000
18997;01052694;-1924.0;7375047000
16906;01036293;2780.0;7375047000
17520;00168767;11921.0;7662816490
17669;00197444;5408.0;7730047189
17760;00156149;-1318.0;7867061099
13006;00278970;7356.0;7867061099
15246;01082778;7182.0;8137210368
12544;00143256;13988.0;8322696104
13538;00137202;8493.0;8341019171
18846;00270592;9439.0;8351958476
15403;00182492;1893.0;8416575119
19955;01094705;9656.0;8416575119
16199;01088434;1494.0;8595553271
13737;00158440;10491.0;8636090722
18891;00172627;4408.0;8659775296
17727;01048006;9923.0;8697699349
15570;01011247;-2865.0;8697699349
10369;01083478;7459.0;8729438678
14590;01027000;1200.0;8729438678
12973;00218775;8114.0;8799944156
18546;01037315;11708.0;8862092843
18322;00173538;11469.0;8862092843
14913;01006842;2881.0;8911460228
17132;00192241;3266.0;8937750116
10844;01047086;6374.0;8994851789
15441;01079274;10823.0;9033926029
18766;00172438;11208.0;9121334959
14780;00148379;-2189.0;9438019820
17869;00121404;8410.0;9570574486
17661;01090213;10151.0;9820843825
16616;01068228;278.0;9822367263
18881;00130411;10206.0;9865709392
11837;00245356;6440.0;10026728479
12485;00140195;8426.0;10065241638
16646;00107142;7558.0;10078921577
15543;00128676;9736.0;10087804848
11854;01064273;3188.0;10101483117
11501;01002967;-1480.0;10108955868
10221;01045647;-1228.0;10160554427
19380;01098846;9309.0;10169196038
14125;01038400;6451.0;10169798519
17112;00150061;4216.0;10183260564
18894;00188650;16451.0;10318965268
11924;00165165;15939.0;10452368795
19100;00140124;8491.0;10555375256
18684;00192949;14023.0;10805597798
15157;00101955;14261.0;10805597798
14531;01022882;-1587.0;11044178129
12733;00169303;-1309.0;11221215263
19599;00180507;1164.0;11290565004
15202;01017655;353.0;11482632469
16905;00130698;8031.0;11482632469
19888;00218206;15550.0;11611988455
18753;00164946;-417.0;11630810173
15175;00102948;5657.0;11645027924
11812;00100843;13518.0;11707921014
12557;01066543;16868.0;11740709034
13538;01064564;8245.0;11906291227
10118;01057303;11275.0;11964713690
10649;00191376;9757.0;11964713690
13569;01038704;13547.0;11987658566
10170;00140035;1398.0;12372160230
13537;00142239;12114.0;12440511892
14098;00159794;9073.0;12455548310
17752;01009286;3337.0;12559262361
12685;00182056;-1010.0;12563402015
19339;01075882;7688.0;12611223969
15414;01079019;12930.0;12612599163
16001;01049156;2186.0;12998720743
13394;01072974;7534.0;13111004600
16103;01093390;1237.0;13111004600
19237;00122604;8370.0;13224891127
17788;01011112;-2215.0;13289112100
10872;00132176;9395.0;13392372442
17017;00125917;8392.0;13518753108
17663;00195642;13271.0;13588090905
14205;00274153;-2109.0;13622684748
11793;00125194;-1580.0;13672713422
13006;01087595;13751.0;13734705462
18472;01070331;13632.0;13757210066
11575;01047960;2248.0;13776298699
16801;00115380;1139.0;13776298699
18075;01028592;7917.0;13776298699
10590;01026486;10990.0;13810743719
16078;00128566;6808.0;13839190283
11960;01068040;9135.0;14035287768
14849;01015161;13048.0;14075321676
13392;01044201;5020.0;14075321676
18457;01061818;4424.0;14075321676
15175;00181441;-2833.0;14075321676
14724;01015004;11991.0;14120364618
19933;00142241;3253.0;14284514262
17701;00122136;14913.0;14284514262
18721;00100265;10025.0;14298915773
10863;01040018;2255.0;14298915773
15582;01077554;6580.0;14413939026
12602;00172560;13774.0;14443261431
17162;00183169;602.0;14533191702
18643;01001039;3207.0;14613516160
12748;00198100;14230.0;14698245402
15594;00154697;2820.0;14816653454
15953;00143940;-771.0;14918108131
11098;00156865;12564.0;15037838402
10271;00107455;4294.0;15037838402
11030;01062010;5236.0;15068206896
12676;00214643;-2203.0;15244695259
10224;01058197;13977.0;15320811735
12003;00262356;16895.0;15417243824
14275;00100464;5732.0;15880316773
16240;01020343;5410.0;16206045475
15433;01014321;10095.0;16373806670
17366;01037677;2255.0;16387876608
18612;00165679;8096.0;16717049031
11061;01017224;16104.0;16736643883
15400;01017363;10788.0;16859963971
13639;00175477;-143.0;17147784135
14220;00181650;-454.0;17147784135
17864;00155733;1016.0;17172066746
10945;00296221;5959.0;17172884231
13644;00153886;9926.0;17675275899
11130;00181347;7935.0;17832723405
13134;00101881;-835.0;18109043403
18306;00153219;-753.0;18109043403
17546;01045435;376.0;18109043403
16573;00245601;5587.0;18132842549
10898;01089750;2867.0;18353568003
17733;00106458;16433.0;18363275650
19577;00179673;10402.0;18363275650
10838;00171685;15340.0;18471180171
17432;00160542;-2891.0;18670606804
11544;01074381;8344.0;18673771999
17059;01059211;6747.0;18912488104
17084;00141979;9046.0;19008044333
19960;00162281;2576.0;19093729889
16839;01064448;15599.0;19093729889
13628;01036390;10972.0;19209611919
13403;01034443;6874.0;19209611919
18255;01052030;9200.0;19318848427
12334;00113402;15633.0;19318848427
11220;00102504;9766.0;19318848427
11936;00153047;12892.0;19347062241
14250;01086735;-2550.0;19478237308
15403;01039000;15694.0;20236098669
18559;01074017;6833.0;20236098669
12721;00120460;5177.0;20338661198
15173;00294440;12250.0;20338661198
16394;00129523;11716.0;20522956096
19500;00116283;15968.0;20536229737
15078;01033592;13239.0;20606232936
16627;01039419;-353.0;20741329148
13023;00197017;2129.0;20861179199
17429;01078929;11713.0;21163416614
14193;00175920;16154.0;21163416614
11078;00136137;8188.0;21187726848
11017;01033967;13102.0;21340567146
12133;00114891;7460.0;21422090862
17359;00182128;3682.0;21422090862
16770;01077183;6809.0;21539680902
19860;00171337;11667.0;21624767014
16149;00146546;13321.0;21690659901
11945;01067131;2381.0;21908224340
12473;01099908;-2876.0;21974184947
14247;00126319;11599.0;22111309757
16627;00186785;14971.0;22184535894
16307;01040236;-2643.0;22258313808
11591;00172967;10923.0;22336590444
10796;01045397;13474.0;22425927464
17542;00109785;4280.0;22428262635
13075;00263480;15360.0;22667400418
11888;01062595;13658.0;22667400418
16300;00170524;5730.0;22742323816
18421;00288352;13979.0;22750855530
14120;00158438;10466.0;23152923302
15881;01061564;6627.0;23210029975
11858;00181503;14419.0;23210029975
12159;00150211;8227.0;23210029975
14270;01063260;11192.0;23225160617
10688;00109852;4642.0;23225160617
19993;01029699;15754.0;23233711297
15598;00168190;5245.0;23236457064
16725;00120438;11915.0;23261482384
15946;00126507;5995.0;23349410650
17657;01090851;14227.0;23539957886
18763;01035290;2729.0;23620817485
13967;00299445;2517.0;23707351628
17519;01042965;4828.0;23710587213
18382;00131134;13669.0;23978209856
17046;01009033;12783.0;23983428771
16466;01072775;2140.0;23983428771
16208;01042157;3264.0;24233626977
13688;00176396;3709.0;24357147188
18258;01008067;12141.0;24366851413
11896;00102240;11809.0;24411244813
10328;00187767;10516.0;24433262511
14292;00112740;4068.0;24541047424
15018;01085773;3741.0;24544949769
16813;01082753;804.0;24809728869
16398;00168290;14500.0;25080735865
15857;00193847;8879.0;25257247966
15182;00104703;1595.0;25319112998
10567;01052249;12822.0;25319112998
16546;01064268;3246.0;25397374556
11251;00195585;16454.0;25817633518
16027;01001830;5059.0;25943927824
10999;00285895;-699.0;25943927824
19401;01003664;7723.0;26054405864
14791;00184566;378.0;26054405864
12866;01013355;3406.0;26054405864
13695;01042052;-199.0;26101984203
16646;01053112;6947.0;26297157303
14790;00107121;6822.0;26359886813
19426;00132218;13417.0;26729926981
10105;00129910;10347.0;26732054556
17542;00191565;7559.0;26908107669
10113;00121627;1872.0;27012179755
18022;00163618;-1206.0;27096719377
10094;01077526;12297.0;27202694685
14813;01032299;7259.0;27260774261
11789;01031599;-1142.0;27354555453
11103;01020277;11420.0;27510543783
16431;01062146;12188.0;27634868550
13095;00131899;2855.0;27968702943
12240;01013480;6001.0;28203012822
19511;01012425;16968.0;28620965401
17967;00175822;3132.0;28629905458
15269;00153454;12652.0;28947592533
10405;01007932;3945.0;28978989152
16611;00188823;14897.0;28986909256
14890;01019490;10779.0;29287341362
11981;01039611;-1099.0;29720090875
13716;01026960;-122.0;29834464035
16781;00198741;16784.0;29846978514
13675;00107187;16051.0;29927280218
17478;00153759;3699.0;30195851968
14602;00120585;4626.0;30220831431
13684;01092792;-2108.0;30233613914
15818;01093803;6934.0;30334263593
17165;00142889;2582.0;30349893005
18572;00150237;12297.0;30418209111
18688;00210529;14059.0;30641698800
19545;01061466;1604.0;30693154939
12799;01085025;4745.0;30899768746
14298;00198136;-1268.0;31119766798
17300;01096480;16571.0;31158750741
12964;00118101;6971.0;31158750741
13873;01075353;2738.0;31210472268
11593;00131305;16452.0;31217122300
10568;00152439;7498.0;31217122300
13090;00161236;11738.0;31277051992
13827;00108618;6447.0;31340155296
12118;01087069;11041.0;31559886254
19281;01037041;10908.0;31596590212
12249;01088292;10424.0;31596590212
10482;00124527;3218.0;31696677980
11889;01034286;8518.0;31746752918
11759;00180613;3579.0;31865823359
16414;00125843;6054.0;31878674665
19981;01039013;-2464.0;31884326725
10610;01039550;7030.0;31992948117
17357;01061647;8269.0;32093025926
17869;01043519;16226.0;32288426718
16654;01060892;14496.0;32291863664
15015;00100360;9846.0;32569606665
11854;01011433;-2007.0;32580468995
15258;01054621;3489.0;32822219452
14058;00176750;14084.0;32823781741
18973;00110125;-1694.0;32921351637
15922;01055008;1615.0;32944066102
10274;01024536;9741.0;33047184463
11240;00119570;15037.0;33159560401
14792;01089675;-210.0;33159560401
10317;01029673;10392.0;33240540114
10599;00192268;6599.0;33804875197
12311;00103103;16727.0;34007114327
10589;01097333;12485.0;34081140239
15636;00105662;9101.0;34115853411
11916;01054688;-2929.0;34201846595
11726;00195795;11182.0;34392629194
13276;00144550;14870.0;34412910882
17314;00183245;1661.0;34412910882
16425;00181913;-602.0;34412910882
11383;01091159;11709.0;34605797718
18683;01084100;4482.0;34614693503
11389;01081537;1912.0;34688713238
14095;00194910;780.0;34708929199
12967;00182637;5841.0;34726756574
11580;00292975;8000.0;34884337982
10328;00112830;6077.0;35022949028
15585;01018216;6391.0;35394874223
16634;01012696;-1724.0;35651785473
12151;01099360;13419.0;35837786320
19933;00132259;4795.0;36120807937
12748;00159955;3872.0;36120807937
16228;01041536;13969.0;36174504742
14647;00160922;16429.0;36275118597
18763;00179506;4063.0;36275118597
18004;01021076;2035.0;36383519462
14425;01064133;-2037.0;36548010175
13193;00285235;10196.0;36753212946
17541;00182718;7319.0;36776657035
16636;01072783;15037.0;37978771858
10985;00119864;2502.0;38054759001
19567;00148110;10190.0;38119544605
13344;00144564;-2764.0;38132742722
16867;00256904;1973.0;38216421461
14749;01052114;4882.0;38292764965
12712;00120795;11804.0;38312424279
13184;00126949;7292.0;38852693229
18997;00136905;2135.0;38862829251
12972;00107994;15626.0;38914114602
12975;01062576;9719.0;39332340768
18962;01087935;-1616.0;39352430645
18211;00121453;881.0;39562629094
13271;00111017;4599.0;39618125793
14983;00128693;4998.0;39652372913
11465;01031807;1489.0;39662292099
17698;00119687;15965.0;39678672561
16437;00195053;15361.0;39745578496
17808;00175773;15282.0;39745578496
15982;01053990;5079.0;39914889184
13490;00160788;-2357.0;40045228658
10932;01041973;543.0;40199490457
11291;01023247;4920.0;40328902125
12012;01088944;3571.0;40355150779
19584;01096327;15904.0;40382286803
10814;01080401;-2300.0;40427701187
14969;01015507;799.0;40601139736
10758;01014405;8357.0;40681903217
19748;01089113;4142.0;40746279857
10164;00278578;-2648.0;40803543297
12493;00232708;2283.0;40931273664
12460;01048539;16968.0;40939644527
14517;00125204;-1250.0;40970140263
14086;01079143;12769.0;41164264444
17734;00106216;10480.0;41164264444
14356;01011536;15288.0;41250134480
11788;01059084;7854.0;41427406380
17957;01039868;2196.0;41747497062
13719;01021398;13282.0;41795886705
18680;00194482;8925.0;41994286139
15504;00299235;3762.0;42044419036
11556;01095718;8643.0;42100267841
18497;00232944;-2141.0;42378623374
14703;00151331;2116.0;42468951998
18498;00126244;13004.0;42506358702
10862;01027001;15050.0;42524536160
15666;01082390;10126.0;42571559705
13116;00103667;16625.0;42571559705
16055;01027371;-615.0;43023063453
19076;01044255;7603.0;43023063453
16001;00290197;899.0;43270904419
11816;01002249;11687.0;43437853045
18984;00148158;628.0;43635460427
18491;01043491;9715.0;43699914739
18683;01001364;14297.0;43773541010
11741;01070193;8163.0;43889809247
11352;01098252;10626.0;43958939922
12384;01018796;13734.0;44103430102
15550;00132734;8300.0;44297162020
16590;01018047;14770.0;44297162020
10083;00123879;7550.0;44310221633
12955;00191035;15431.0;44310221633
15785;00160644;8932.0;44310221633
13784;00102569;13042.0;44347402279
19321;01049565;-534.0;44347402279
10103;00104152;11815.0;44393250071
17401;00134347;1589.0;44393250071
11724;00114982;2920.0;44393250071
12707;01016765;3795.0;44398804966
14888;00156916;6618.0;44411268888
13242;00148765;16574.0;44443919941
16462;00149479;8397.0;44443919941
13305;01006195;10778.0;44587642765
17277;00128595;10668.0;44587642765
15181;00110928;7239.0;44767050193
16906;01086395;11006.0;44876755655
16714;01061503;1128.0;44938788460
11484;00103281;15530.0;45111371301
14153;00211528;8079.0;45295739919
12490;01084707;-1669.0;45410498651
11238;01097229;12285.0;45450266050
14804;00190873;5535.0;45483576402
18498;00239624;8240.0;45483576402
13425;00103531;9781.0;45511773699
16592;01070118;-1303.0;45688800680
11863;00122457;13347.0;45705241071
16655;00191445;-1728.0;45772416981
15068;01022700;-328.0;45829102531
